sku;attribute_set_code;product_type;categories;categories_store_name;categories_position;category_ids;product_websites;name;description;short_description;weight;product_online;tax_class_name;visibility;price;special_price;special_price_from_date;special_price_to_date;url_key;meta_title;meta_keywords;meta_description;base_image;base_image_label;small_image;small_image_label;thumbnail_image;thumbnail_image_label;swatch_image;swatch_image_label;created_at;updated_at;display_product_options_in;map_price;msrp_price;map_enabled;gift_message_available;custom_design;custom_design_from;custom_design_to;custom_layout_update;page_layout;product_options_container;msrp_display_actual_price_type;country_of_manufacture;qty;out_of_stock_qty;use_config_min_qty;is_qty_decimal;allow_backorders;use_config_backorders;min_cart_qty;use_config_min_sale_qty;max_cart_qty;use_config_max_sale_qty;is_in_stock;notify_on_stock_below;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;website_id;related_skus;related_position;crosssell_skus;crosssell_position;upsell_skus;upsell_position;additional_images;additional_image_labels;hide_from_product_page;custom_options;additional_attributes;parent_sku;parent_url;advanced_is_featured;advanced_is_new;advanced_is_trending;amasty_preorder_cart_label;amasty_preorder_note;aw_sbp_bundle_product_type;color;contenance;cost;custom_layout;custom_layout_update_file;disable_grid_table_view;enable_cpwd;end_date_in_stock;estimated_delivery;free_shipping_returns;gallery;nc_gamme;hover;is_pack;label;links_exist;links_purchased_separately;links_title;manufacturer;nc_marque;mp_gridview;mwishlist_sku;nc_pays;price_type;price_view;product_sizechart;quickorder_sku;rating;samples_title;saveur;shipment_type;sku_type;url_path;weight_type;wee_tax_variations;bundle_price_type;bundle_sku_type;bundle_price_view;bundle_weight_type;bundle_values;bundle_shipment_type;associated_skus;configurable_variations;configurable_variation_labels;video_url;tier_prices;downloadable_links;downloadable_samples
#REF4349;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut=-1;Default Category/DIY/Concentrés/FRANCE=-2;Default Category/DIY=1215;Default Category/DIY/Concentrés/MALAISIE=-1;Default Category/Marques/Aspire=14;Default Category/Pré-Commande=3";13,9,3,11,207,212;base;Tallak 10ML Concentré - Vape Institut;;"<p style="""">Un <strong>mélange de fruits à coque</strong> recouvert de <strong>lait sucré</strong> légèrement <strong>vanillé</strong>.</p>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;tallak-10ml-concentre-vape-institut-ref4349;;;;/_/i/_i_m_img_p_1_1_5_5_1_11551.jpg;;/_/i/_i_m_img_p_1_1_5_5_1_11551.jpg;;/_/i/_i_m_img_p_1_1_5_5_1_11551.jpg;;;;08/04/2024 12:16;10/05/2024 00:36;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_5_1_11551.jpg;;;;advanced_is_new=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;15;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4346;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut=-2;Default Category/DIY/Concentrés/FRANCE=-3;Default Category/DIY=1214;Default Category/DIY/Concentrés/MALAISIE=-2;Default Category/Marques/Aspire=15;Default Category/Pré-Commande=4";13,9,3,11,207,212;base;Mallok 10ML Concentré - Vape Institut;;"<p style="""">Petit frère du <a href=""https://www.lca-distribution.com/recherche?controller=search&orderby=position&orderway=desc&search_query=tallak&submit_search="">Tallak</a>...</p>
<p style="""">Un savant mélange, complexe mais équilibré, de <strong>vanille</strong>, de <strong>caramel</strong> et d'une <strong>multitude de fruits à coque</strong>.</p>";1.000000;1;Taxable Goods;Catalog, Search;2.300000;;;;mallok-10ml-concentre-vape-institut-ref4346;;;;/_/i/_i_m_img_p_1_1_5_5_4_11554.jpg;;/_/i/_i_m_img_p_1_1_5_5_4_11554.jpg;;/_/i/_i_m_img_p_1_1_5_5_4_11554.jpg;;;;08/04/2024 12:16;10/05/2024 00:36;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_5_4_11554.jpg;;;;advanced_is_new=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;15;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4362;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut=-3;Default Category/DIY/Concentrés/FRANCE=-4;Default Category/DIY=1213;Default Category/DIY/Concentrés/MALAISIE=-3;Default Category/Marques/Aspire=16;Default Category/Pré-Commande=5";13,9,3,11,207,212;base;Tallak 30ML Concentré - Vape Institut;;"<p style=""""><span>Un <strong>mélange</strong> de <strong>fruits à coque</strong> recouvert de <strong>lait sucré</strong> légèrement <strong>vanillé</strong>.</span></p>";1.000000;1;Taxable Goods;Catalog, Search;5.500000;;;;tallak-30ml-concentre-vape-institut-ref4362;;;;/_/i/_i_m_img_p_1_1_5_6_2_11562.jpg;;/_/i/_i_m_img_p_1_1_5_6_2_11562.jpg;;/_/i/_i_m_img_p_1_1_5_6_2_11562.jpg;;;;08/04/2024 12:16;10/05/2024 00:36;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_6_2_11562.jpg;;;;advanced_is_new=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;15;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4361;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut=-4;Default Category/DIY/Concentrés/FRANCE=-5;Default Category/DIY=1212;Default Category/DIY/Concentrés/MALAISIE=-4;Default Category/Marques/Aspire=17;Default Category/Pré-Commande=6";13,9,3,11,207,212;base;L'Original 30ML Concentré - Vape Institut;;"<p style=""""><span>Une <strong>glace à la guimauve</strong> et aux <strong>myrtilles</strong> sur une note de <strong>crème</strong>.</span></p>";1.000000;1;Taxable Goods;Catalog, Search;5.500000;;;;l-original-30ml-concentre-vape-institut-ref4361;;;;/_/i/_i_m_img_p_1_1_5_6_3_11563.jpg;;/_/i/_i_m_img_p_1_1_5_6_3_11563.jpg;;/_/i/_i_m_img_p_1_1_5_6_3_11563.jpg;;;;08/04/2024 12:16;10/05/2024 00:36;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_6_3_11563.jpg;;;;advanced_is_new=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;15;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4359;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Vape Institut=-5;Default Category/DIY/Concentrés/FRANCE=-6;Default Category/DIY=1211;Default Category/DIY/Concentrés/MALAISIE=-5;Default Category/Marques/Aspire=18;Default Category/Pré-Commande=7";13,9,3,11,207,212;base;Mallok 30ML Concentré - Vape Institut;;"<p style="""">Petit frère du <a href=""https://www.lca-distribution.com/recherche?controller=search&orderby=position&orderway=desc&search_query=tallak&submit_search="">Tallak</a>...</p>
<p style="""">Un savant mélange, complexe mais équilibré, de <strong>vanille</strong>, de <strong>caramel</strong> et d'une <strong>multitude de fruits à coque</strong>.</p>";1.000000;1;Taxable Goods;Catalog, Search;5.500000;;;;mallok-30ml-concentre-vape-institut-ref4359;;;;/_/i/_i_m_img_p_1_1_5_6_5_11565.jpg;;/_/i/_i_m_img_p_1_1_5_6_5_11565.jpg;;/_/i/_i_m_img_p_1_1_5_6_5_11565.jpg;;;;08/04/2024 12:16;10/05/2024 00:36;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_6_5_11565.jpg;;;;advanced_is_new=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;;15;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4458;Liquides;simple;"Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/DIY/Concentrés/FRANCE;Default Category/DIY;Default Category/DIY/Concentrés/MALAISIE;Default Category/Marques/Aspire;Default Category/Pré-Commande";"Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides=-1;Default Category/DIY/Concentrés/FRANCE=-7;Default Category/DIY=1210;Default Category/DIY/Concentrés/MALAISIE=-6;Default Category/Marques/Aspire=19;Default Category/Pré-Commande=8";14,9,3,11,207,212;base;Ifrit V2 Concentré 30ML - Arômes et Liquides;"<p>Dosage préconisé : 20 gouttes / 10 ml</p>
<p>Gamme de concentrés français</p>";"<p style=""""><span>De délicieux arômes de</span><strong> beignet à la pomme</strong><span> plus vrai que nature !</span></p>
<p style=""""></p>";1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;ifrit-v2-concentre-30ml-aromes-et-liquides-ref4458;;;;/_/i/_i_m_img_p_1_1_5_9_0_11590.jpg;;/_/i/_i_m_img_p_1_1_5_9_0_11590.jpg;;/_/i/_i_m_img_p_1_1_5_9_0_11590.jpg;;;;08/04/2024 12:16;10/05/2024 00:40;Block after Info Column;;;;No;;;;;;;Use config;;1000;0.0000;0;0;101;0;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;1.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_5_9_0_11590.jpg;;;;advanced_is_featured=No,advanced_is_new=No,advanced_is_trending=No,contenance=,estimated_delivery=15,gamme=Juice Heroes,is_pack=No,marque=Aspire,pays=France,saveur=;;;No;No;No;;;;;;;;;;;;15;;;Juice Heroes;;No;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4557;Liquides;simple;"Default Category/DIY/Boosters;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Boosters;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Boosters=-1;Default Category/Marques/Aspire=20;Default Category/Ventes flash=6";15,207,214;base;Nicopulse Booster Nicotine 20mg 50/50 10ML par 25 - Eliquid France;"<p>Disponible en 50%/50% ou en 10%/90% de PG/VG </p>
<p>Flacon de 10 ml avec sécurité enfant</p>";"<p><strong>Booster</strong> de <strong>nicotine</strong> destiné à la fabrication de vos propres liquides en DIY.</p>
<p>Il vous est disponible sous plusieurs taux de PG/VG au taux de nicotine 20mg</p>
<p>Ce produit est vendu en pack de 25 bouteilles.</p>";1.000000;1;Taxable Goods;Catalog, Search;9.500000;;;;nicopulse-booster-nicotine-20mg-50-50-10ml-par-25-eliquid-france-ref4557;;;;/_/i/_i_m_img_p_1_1_7_4_6_11746.jpg;;/_/i/_i_m_img_p_1_1_7_4_6_11746.jpg;;/_/i/_i_m_img_p_1_1_7_4_6_11746.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_7_4_6_11746.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF3638;Liquides;simple;"Default Category/Matériel;Default Category/DIY/Flacon / Seringue;Default Category/Matériel/Accessoires/Flacon Vide;Default Category/Matériel/Accessoires;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/Matériel;Default Category/DIY/Flacon / Seringue;Default Category/Matériel/Accessoires/Flacon Vide;Default Category/Matériel/Accessoires;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/Matériel=-1;Default Category/DIY/Flacon / Seringue=-1;Default Category/Matériel/Accessoires/Flacon Vide=-1;Default Category/Matériel/Accessoires=-1;Default Category/Marques/Aspire=21;Default Category/Ventes flash=7";16,18,20,19,207,214;base;Flacon Gradué Twist 250ML par 10;;"<p>Le flacon <strong>Gradué Twist </strong>est un flacon pour e-liquide doté d'un <strong>bouchon doseur</strong>. Souple mais résistant et en plus gradué  sur le côté, il permet de doser facilement vos créations d'e-liquide DIY.</p>
<p>Flacon Twist gradué disponible en <strong>250 ml</strong>.</p>";1.000000;1;Taxable Goods;Catalog, Search;12.500000;;;;flacon-gradue-twist-250ml-par-10-ref3638;;;;/_/i/_i_m_img_p_1_1_9_8_5_11985.jpg;;/_/i/_i_m_img_p_1_1_9_8_5_11985.jpg;;/_/i/_i_m_img_p_1_1_9_8_5_11985.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_1_9_8_5_11985.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4644;Liquides;simple;"Default Category/DIY;Default Category/DIY/Concentrés/AUTRES/Vape Palace;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY;Default Category/DIY/Concentrés/AUTRES/Vape Palace;Default Category/DIY/Concentrés/AUTRES;Default Category/DIY/Concentrés;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY=1209;Default Category/DIY/Concentrés/AUTRES/Vape Palace=-1;Default Category/DIY/Concentrés/AUTRES=-2;Default Category/DIY/Concentrés=-1;Default Category/Marques/Aspire=22;Default Category/Ventes flash=8";3,21,5,4,207,214;base;Room 439 Concentré 30ML - Vape Palace;;"<p style="""">Une délicieuse <strong>custard</strong> bien ronde et <strong>crémeuse</strong>, avec une petite <strong>pointe secrète</strong> et gourmande pour ravir les palais les plus difficiles. La douceur et la densité de cet assemblage saura séduire les amateurs de <strong>custard</strong> à la recherche d'un liquide <strong>différent</strong>. Bienvenu au vape palace et entre dans la room 439...</p>";1.000000;1;Taxable Goods;Catalog, Search;6.500000;;;;room-439-concentre-30ml-vape-palace-ref4644;;;;/_/i/_i_m_img_p_1_2_3_0_3_12303.jpg;;/_/i/_i_m_img_p_1_2_3_0_3_12303.jpg;;/_/i/_i_m_img_p_1_2_3_0_3_12303.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_2_3_0_3_12303.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4614;Liquides;simple;"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa=-1;Default Category/DIY/Concentrés/MALAISIE=-1;Default Category/DIY=1208;Default Category/DIY/Concentrés=-2;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides=-2;Default Category/Marques/Aspire=23;Default Category/Ventes flash=9";22,11,3,4,14,207,214;base;Pink Diamond 30ML Concentré Classic - Medusa;;"<p style="""">Une saveur fruité de<strong> grenade </strong>et de petits<strong> bonbons sucrés et acides. </strong></p>
<p style="""">Pomegranate + Sweet Sour candy </p>
<p style=""""><strong>Dosage entre 12 et 15% <br />50/50 PG/VG </strong></p>";1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;pink-diamond-30ml-concentre-classic-medusa-ref4614;;;;/_/i/_i_m_img_p_1_2_3_2_6_12326.jpg;;/_/i/_i_m_img_p_1_2_3_2_6_12326.jpg;;/_/i/_i_m_img_p_1_2_3_2_6_12326.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;0;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_2_3_2_6_12326.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4613;Liquides;simple;"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa=-2;Default Category/DIY/Concentrés/MALAISIE=-2;Default Category/DIY=1207;Default Category/DIY/Concentrés=-3;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides=-3;Default Category/Marques/Aspire=24;Default Category/Ventes flash=10";22,11,3,4,14,207,214;base;Pure Gold 30ML Concentré Classic - Medusa;;"<p style="""">Un délicieux mélange de <strong>poires</strong> bien <strong>croquantes</strong>. </p>
<p style="""">Crispy Pear Mix </p>
<p style=""""><strong>Dosage entre 12 et 15% </strong><br /><strong>50/50 PG/VG </strong></p>";1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;pure-gold-30ml-concentre-classic-medusa-ref4613;;;;/_/i/_i_m_img_p_1_2_3_2_7_12327.jpg;;/_/i/_i_m_img_p_1_2_3_2_7_12327.jpg;;/_/i/_i_m_img_p_1_2_3_2_7_12327.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;1;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_2_3_2_7_12327.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
#REF4612;Liquides;simple;"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa;Default Category/DIY/Concentrés/MALAISIE;Default Category/DIY;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides;Default Category/Marques/Aspire;Default Category/Ventes flash";"Default Category/DIY/Concentrés/MALAISIE/Medusa=-3;Default Category/DIY/Concentrés/MALAISIE=-3;Default Category/DIY=1206;Default Category/DIY/Concentrés/FRANCE/Arômes et Liquides=-4;Default Category/Marques/Aspire=25;Default Category/Ventes flash=11";22,11,3,14,207,214;base;Purple Crave 30ML Concentré Classic - Medusa;;"<p style="""">Sortez les flûtes, voici le<strong> champagne</strong> ! </p>
<p style=""""><strong>Grappe Champagne </strong></p>
<p style=""""><strong>Dosage entre 12 et 15% <br />50/50 PG/VG </strong></p>";1.000000;1;Taxable Goods;Catalog, Search;5.900000;;;;purple-crave-30ml-concentre-classic-medusa-ref4612;;;;/_/i/_i_m_img_p_1_2_3_2_8_12328.jpg;;/_/i/_i_m_img_p_1_2_3_2_8_12328.jpg;;/_/i/_i_m_img_p_1_2_3_2_8_12328.jpg;;;;08/04/2024 12:16;09/05/2024 11:42;Block after Info Column;;;;;;;;;;;Use config;;1000;0.0000;0;0;0;1;1.0000;1;10000.0000;1;0;1.0000;1;1;1;1;0.0000;1;0;0;0;;;;;;;/_/i/_i_m_img_p_1_2_3_2_8_12328.jpg;;;;advanced_is_new=No,contenance=,end_date_in_stock=31/07/2024 02:00,gamme=Juice Heroes,marque=Aspire,pays=France,saveur=;;;;No;;;;;;;;;;;;31/07/2024 02:00;;;;Juice Heroes;;;;;;;;Aspire;;;France;;;;;;;;;;;;;;;;;;;;;;;;;
